Región;Comuna;Establecimiento;Dirección
region del libertador general bernardo ohiggins;Lolol;Posta de Salud Rural El Membrillo;
region del libertador general bernardo ohiggins;Navidad;Posta de Salud Rural Pupuya;
region del libertador general bernardo ohiggins;Pichilemu;Posta de Salud Rural Alto Ramírez;
region del libertador general bernardo ohiggins;Navidad;Posta de Salud Rural Rapel (Navidad);
region del libertador general bernardo ohiggins;Litueche;Posta de Salud Rural Quelentaro;
region del libertador general bernardo ohiggins;Navidad;Posta de Salud Rural San Vicente de Pucalán;
region del libertador general bernardo ohiggins;Chepica;Posta de Salud Rural Auquinco;
region del libertador general bernardo ohiggins;Chepica;Posta de Salud Rural Orilla de Auquinco;
region del libertador general bernardo ohiggins;Paredones;Posta de Salud Rural Bucalemu (Paredones);
region del libertador general bernardo ohiggins;Paredones;Posta de Salud Rural San Pedro de Alcántara;
region del libertador general bernardo ohiggins;Marchihue;Posta de Salud Rural Rinconada de Alcones;
region del libertador general bernardo ohiggins;Chepica;Posta de Salud Rural Candelaria ( Chépica);
region del libertador general bernardo ohiggins;Nancagua;Posta de Salud Rural Puquillay Alto;
region del libertador general bernardo ohiggins;Rengo;Posta de Salud Rural Lo Cartagena;
region del libertador general bernardo ohiggins;Pumanque;Posta de Salud Rural Nilahue Cornejo;
region del libertador general bernardo ohiggins;Pichilemu;Posta de Salud Rural Cardonal de Panilonco;
region del libertador general bernardo ohiggins;Lolol;Posta de Salud Rural Ranguil;
region del libertador general bernardo ohiggins;Pichidegua;Posta de Salud Rural San Roberto;
region del libertador general bernardo ohiggins;Pichidegua;Posta de Salud Rural San José de Marchigue;
region del libertador general bernardo ohiggins;Placilla;Posta de Salud Rural Lo Moscoso;
region del libertador general bernardo ohiggins;Litueche;Posta de Salud Rural Pulin;
region del libertador general bernardo ohiggins;Lolol;Posta de Salud Rural La Cabaña;
region del libertador general bernardo ohiggins;Olivar;Posta de Salud Rural Olivar Bajo;
region del libertador general bernardo ohiggins;Chimbarongo;Posta de Salud Rural Peor Es Nada;
region del libertador general bernardo ohiggins;Las Cabras;Posta de Salud Rural Cocalan;
region del libertador general bernardo ohiggins;San Vicente;Posta de Salud Rural Idahue;
region del libertador general bernardo ohiggins;Rancagua;COSAM Centro 1 de Rancagua;Calle Freire 339
region del libertador general bernardo ohiggins;Santa Cruz;COSAM Santa Cruz;Pasaje Los Língues 125
region del libertador general bernardo ohiggins;Rancagua;Centro Comunitario de Salud Familiar San Rafael;
region del libertador general bernardo ohiggins;Rancagua;Centro Comunitario de Salud Familiar Dr. Eduardo de Geyter;Calle Santa Adela 769
region del libertador general bernardo ohiggins;Rancagua;Centro Comunitario de Salud Familiar Ciudad de Paju;Calle Los Arcángeles 1249
region del libertador general bernardo ohiggins;Quinta de Tilcoco;Centro Comunitario de Salud Familiar Guacarhue;
region del libertador general bernardo ohiggins;San Fernando;Centro Comunitario de Salud Familiar Consultorio Chacabuco;
region del libertador general bernardo ohiggins;Rancagua;SAPU Enrique Dintrans;Avenida Baquedano 626
region del libertador general bernardo ohiggins;Rancagua;SAPU Eduardo de Geyter;Calle Almarza 1064
region del libertador general bernardo ohiggins;Rancagua;SAPU Abel Zapata;Calle Bombero Villalobos 10
region del libertador general bernardo ohiggins;Rancagua;SAPU María Latiffe;
region del libertador general bernardo ohiggins;Machalí;SAPU Machalí;Calle Miranda 420
region del libertador general bernardo ohiggins;San Fernando;SAPU Oriente de San Fernando;
region del libertador general bernardo ohiggins;Rancagua;SAR Oriente;
region del libertador general bernardo ohiggins;San Fernando;Vacunatorio y Sala de Procedimientos Patricia Rojas Gajardo;Avenida Monseñor Larraín, box 2 y 3 interior Centro Médico 1172
region del libertador general bernardo ohiggins;Requínoa;Centro Comunitario de Salud Familiar Chumaquito;Calle Camino El Descanso, sector Chumaquito 21
region del libertador general bernardo ohiggins;San Fernando;Centro Comunitario de Salud Familiar Angostura;
region del libertador general bernardo ohiggins;Rancagua;Integramédica Rancagua;Calle Tte. Coronel José Bernardo Cuevas, Pisos 5 y 6 405
region del libertador general bernardo ohiggins;Rengo;Posta de Salud Rural Esmeralda;Calle Camino Rosario – Quinta de Tilcoco, Sector Esmeralda 5891
region del libertador general bernardo ohiggins;San Fernando;Vacunatorio y Sala de Procedimientos Carolina Díaz González;Calle Carampangue, oficina B 536
region del libertador general bernardo ohiggins;San Fernando;Centro de Imagenología Médica Imagensalud;Calle Carampangue 608
region del libertador general bernardo ohiggins;Rengo;Centro Médico Vida Rengo;Avenida Bisquert, Local 4 y 5 Edificio Valencia 354
region del libertador general bernardo ohiggins;Machalí;Centro Comunitario de Salud Familiar Santa Teresa;Calle Patria Nueva, Población Santa Teresita 497
region del libertador general bernardo ohiggins;Santa Cruz;Centro Comunitario de Salud Familiar Paniahue;Calle Camilo Henríquez, Paniahue 360
region del libertador general bernardo ohiggins;Rancagua;Laboratorio Clínico Dr. Mejía;Calle Estado 47
Region del Maule;Longaví;Centro Comunitario de Salud Familiar Villa Longaví;Calle 1 Oriente 343
Region del Maule;Colbún;Posta de Salud Rural Quinamávida;
Region del Maule;Linares;Centro Comunitario de Salud Familiar Yerbas Buenas;Pasaje Los Avellanos, Población Yerbas Buenas 1180
Region del Maule;Talca;Centro Comunitario de Salud Familiar Carlos Trupp;
Region del Maule;Constitución;Centro Comunitario de Salud Familiar Chacarillas;Calle Piedra de la Iglesia 1040
Region del Maule;Curicó;Sanitos Vacunatorio y Centro de Salud Integral;Calle Carmen, Edificio Torre, Oficina 401 775
Region del Maule;Linares;Vacunatorio Centro Médico Clínica Linares;Calle San Martín 669
Region del Maule;Linares;Centro de Diálisis Nefrodial;Avenida Brasil 861
Region del Maule;Parral;Centro Comunitario de Salud Familiar Buenos Aires;Avenida Buenos Aires 355
Region del Maule;Talca;Policlínico Centro de Cumplimiento Penitenciario Femenino de Talca;Km Camino a San Clemente 9
Region del Maule;Talca;Policlínico Centro de Cumplimiento Penitenciario de Talca;Calle 4 Norte 550
Region del Maule;Talca;Policlínico de Funcionarios de Gendarmería de Chile Talca;Calle 4 Norte 520
Region del Maule;Cauquenes;Policlínico Centro de Cumplimiento Penitenciario de Cauquenes;
Region del Maule;Curicó;Policlínico Centro de Cumplimiento Penitenciario de Curicó;Avenida Camilo Henriquez 35
Region del Maule;Linares;Policlínico Centro de Cumplimiento Penitenciario de Linares;Calle Valentín Letelier 326
Region del Maule;Linares;Centro de Diálisis Nephrocare;Calle Manuel Rogriguez 725
Region del Maule;Talca;Instituto de Rehabilitación Infantil TELETÓN (Talca);
Region del Maule;San Clemente;Centro Comunitario de Salud Familiar San Máximo;
Region del Maule;Maule;Centro Comunitario de Salud Familiar Villa Francia;Calle 29 Sur 1038
Region del Maule;Constitución;Centro de Salud Familiar Constitución;Avenida Santa María 465
Region del Maule;Talca;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Del Maule);Calle 1 Norte 963
Region del Maule;Talca;PRAIS (S.S Del Maule);Calle 1 Norte 963
Region del Maule;Talca;Clínica Dental Móvil (Talca);Calle 1 Oriente 936
Region del Maule;Talca;Puesto Avanzado Militar de Emergencia (Talca);
Region del Maule;Curicó;Puesto Avanzado Militar de Emergencia (Curicó);
Region del Maule;Constitución;Puesto Avanzado Militar de Emergencia (Constitución);
Region del Maule;Talca;Hospital Militar de Campaña (Talca);
Region del Maule;Curicó;Hospital Militar de Campaña (Argentina);
Region del Maule;Cauquenes;Puesto Avanzado Militar de Emergencia (Cauquenes);
Region del Maule;Talca;Hospital de Campaña de Italia (Talca);
Region del Maule;Curicó;Hospital San Juan de Dios (Curicó);Calle Chacabuco 121
Region del Maule;Teno;Hospital de Teno;
Region del Maule;Molina;Hospital de Molina;
Region del Maule;Hualañé;Hospital de Hualañé;
Region del Maule;Licantén;Hospital de Licantén;
Region del Maule;Talca;Hospital Dr. César Garavagno Burotto (Talca);Calle 1 Norte 1990
Region del Maule;Curepto;Hospital de Curepto;Calle Pedro Antonio González 24
Region del Maule;Constitución;Hospital de Constitución;Calle Hospital 200
Region del Maule;Linares;Hospital Presidente Carlos Ibáñez del Campo (Linares);Avenida Brasil 753
Region del Maule;San Javier;Hospital Dr. Abel Fuentealba Lagos de San Javier;Calle Riquelme 1131
Region del Maule;Parral;Hospital San José (Parral);Calle Aníbal Pinto 1255
Region del Maule;Cauquenes;Hospital San Juan de Dios (Cauquenes);
Region del Maule;Chanco;Hospital Dr. Benjamín Pedreros (Chanco);
Region del Maule;Talca;Centro Reproductivo Regional de Sangre;
Region del Maule;Curicó;Centro CONIN Curicó;Calle Buen Pastor 737
Region del Maule;Talca;Asociación Chilena de Seguridad AChS Talca;Calle 4 Norte 1610
Region del Maule;Talca;Clínica del Maule;Calle 4 Norte 1650
Region del Maule;Talca;Centro de Salud Mutual CChC Talca;Calle 2 Poniente 1372
Region del Maule;Curicó;Asociación Chilena de Seguridad AChS Curicó;Calle Carmen 321
Region del Maule;Curicó;Centro de Salud Mutual CChC Curicó;Avenida España 1191
Region del Maule;Linares;Centro de Salud Mutual CChC Linares;Calle Freire 663
Region del Maule;Constitución;Centro de Salud Mutual CChC Constitución;Calle Mac-Iver 580
Region del Maule;Talca;Clínica Enferdial;Calle 1 Norte 2010
Region del Maule;Talca;Clínica Infantil;Calle 2 Oriente 1280
Region del Maule;Talca;Centro Médico Cordillera;Calle 10 Oriente 1361
Region del Maule;Curicó;Vacunatorio Noemí Pérez;Calle Yungay 475
Region del Maule;Curicó;Vacunatorio Enfermería Integral;Calle Membrillar 747
Region del Maule;Talca;Megasalud S.A Centro Médico y Dental Talca;Calle 1 Poniente 1369
Region del Maule;Talca;Clínica Regional Lircay;Calle 2 Poniente 1372
Region del Maule;Curicó;Clínica Regional de Curicó;Calle Carmen 321
Region del Maule;Talca;Centro La Escalera;Calle 17 Norte 2745
Region del Maule;Talca;Crea Chile;Calle 1 Sur 626
Region del Maule;Talca;Nexos Ltda.;
Region del Maule;Cauquenes;Asociación Chilena de Seguridad AChS Cauquenes;Calle Yungay 479
Region del Maule;Parral;Asociación Chilena de Seguridad AChS Parral;Calle Aníbal Pinto 247
Region del Maule;Pelarco;Casa de Reposo y Centro Integral Las Ilusiones (Apoyo Hospital de Talca);
Region del Maule;San Clemente;Casa Juventud Obrera Católica (Obispado de Talca) (Apoyo Hospital de Talca);
Region del Maule;Talca;Centro Médico y Dental de Carabineros de Chile VII Zona Maule;Calle 4 Norte 687
Region del Maule;Talca;Clínica Universidad Católica Del Maule;Calle 2 Sur 1525
Region del Maule;Curicó;Consultorio Prefectura Carabineros Curicó;Calle San Martín 610
Region del Maule;Linares;Consultorio Prefectura Carabineros Linares;Calle Valentin Letelier 376
Region del Maule;Cauquenes;Centro de Salud Mutual CChC Cauquenes;Calle Chacabuco 460
Region del Maule;Curicó;Centro De Salud Familiar A.S. Betty Muñoz Arce (Ex Sol de Septiembre);Calle Piloto Marcelo Oxilia 1550
Region del Maule;Curicó;Centro de Salud Familiar Miguel Ángel Arenas López;Avenida Balmaceda 179
Region del Maule;Curicó;Centro de Salud Familiar Colón;
Region del Maule;Curicó;Centro de Salud Familiar Curicó Centro;Avenida Freire 189
Region del Maule;Molina;Centro de Salud Familiar Lontué;
Region del Maule;Talca;Centro de Salud Familiar José Dionisio Astaburuaga;
Region del Maule;Talca;Centro de Salud Familiar La Florida;
Region del Maule;Talca;Centro de Salud Familiar Dr. Julio Contardo Urzúa;
Region del Maule;Linares;Centro de Salud Familiar Valentín Letelier;
Region del Maule;Linares;Centro de Salud Familiar San Juan Dios;
Region del Maule;Villa Alegre;Centro de Salud Familiar Villa Alegre;Avenida Francisco Antonio Encina 141
Region del Maule;Parral;Centro de Salud Familiar Arrau Méndez;
Region del Maule;Pencahue;Centro de Salud Familiar Pencahue;Calle Fernando Parot Silva 148
Region del Maule;San Clemente;Centro de Salud Familiar San Clemente;
Region del Maule;Maule;Centro de Salud Familiar Maule;Calle Balmaceda 580
Region del Maule;Pelarco;Centro de Salud Familiar Pelarco;Calle Catedral 50
Region del Maule;Río Claro;Centro de Salud Familiar Cumpeo;
Region del Maule;Colbún;Centro de Salud Familiar Alcalde Francisco Sepúlveda Salgado;Calle Adolfo Novoa 236
Region del Maule;Yerbas Buenas;Centro de Salud Familiar Ignacio Carrera Pinto;Avenida Marcial Cáceres 48
Region del Maule;Colbún;Centro de Salud Familiar Panimávida;
Region del Maule;Longaví;Centro de Salud Familiar Amanda Benavente;Calle 1 Norte 160
Region del Maule;Retiro;Centro de Salud Familiar Marta Estévez;
Region del Maule;Pelluhue;Centro de Salud Familiar Dr. Pedro Rivas Pinochet;
Region del Maule;Linares;Centro de Salud Familiar Oscar Bonilla;
Region del Maule;San Rafael;Centro de Salud Familiar San Rafael (San Rafael);
Region del Maule;Sagrada Familia;Centro de Salud Familiar Sagrada Familia;
Region del Maule;Sagrada Familia;Centro de Salud Familiar Villa Prat;
Region del Maule;Vichuquén;Centro de Salud Familiar Vichuquén;
Region del Maule;Romeral;Centro de Salud Familiar Romeral;Pasaje Luis Saiz Romeral 196
Region del Maule;Cauquenes;Centro de Salud Familiar Armando Williams;
Region del Maule;Curicó;Centro de Salud Familiar Sarmiento;
Region del Maule;Talca;Centro de Salud Familiar Carlos Trupp;
Region del Maule;Constitución;Centro de Salud Familiar Cerro Alto;
Region del Maule;Rauco;Centro de Salud Familiar Rauco;
Region del Maule;Empedrado;Centro de Salud Familiar Empedrado;
Region del Maule;Teno;Centro de Salud Familiar Morza;
Region del Maule;Teno;Centro de Salud Familiar Comalle;
Region del Maule;Curicó;Centro de Salud Familiar Los Niches;
Region del Maule;Talca;Centro de Salud Familiar Las Américas;Calle 19 Norte 3000
Region del Maule;Cauquenes;Centro de Salud Familiar Dr. Ricardo Valdés Hurtado;
Region del Maule;San Javier;Centro de Salud Familiar Dr. Carlos Díaz Gidi;
Region del Maule;Talca;Centro de Salud Familiar Faustino González;Calle 17 Oriente 2360
Region del Maule;Curepto;Posta de Salud Rural Limávida;
Region del Maule;Teno;Posta de Salud Rural Monterilla;
Region del Maule;Cauquenes;Posta de Salud Rural Pilén;
Region del Maule;Teno;Posta de Salud Rural El Manzano ( Teno);
Region del Maule;Teno;Posta de Salud Rural Santa Blanca;
Region del Maule;Rauco;Posta de Salud Rural Palquibudi;
Region del Maule;Rauco;Posta de Salud Rural El Parrón;
Region del Maule;Empedrado;Posta de Salud Rural Pellines (Empedrado);
Region del Maule;Romeral;Posta de Salud Rural El Peumal;
Region del Maule;Romeral;Posta de Salud Rural El Calabozo;
Region del Maule;Romeral;Posta de Salud Rural Los Queñes;
Region del Maule;Curepto;Posta de Salud Rural Huaquén (Curepto);
Region del Maule;Linares;Posta de Salud Rural Pejerrey;
Region del Maule;Curicó;Posta de Salud Rural Tutuquén;
Region del Maule;Curicó;Posta de Salud Rural Chequenlemu;
Region del Maule;Curicó;Posta de Salud Rural Upeo;
Region del Maule;Curicó;Posta de Salud Rural Potrero Grande;
Region del Maule;Curicó;Posta de Salud Rural Cordillerilla;
Region del Maule;Molina;Posta de Salud Rural Pichingal;
Region del Maule;Molina;Posta de Salud Rural Itahue;
Region del Maule;Molina;Posta de Salud Rural El Radal;
Region del Maule;Molina;Posta de Salud Rural El Yacal;
Region del Maule;Hualañé;Posta de Salud Rural La Huerta;
Region del Maule;Licantén;Posta de Salud Rural Lora;
Region del Maule;Licantén;Posta de Salud Rural Duao de Licantén;
Region del Maule;Licantén;Posta de Salud Rural Iloca;
Region del Maule;Vichuquén;Posta de Salud Rural Llico (Vichuquén);
Region del Maule;Vichuquén;Posta de Salud Rural Lipimávida;
Region del Maule;Chanco;Posta de Salud Rural El Colo;
Region del Maule;Vichuquén;Posta de Salud Rural Rarín;
Region del Maule;Río Claro;Posta de Salud Rural Camarico (Río Claro);
Region del Maule;Río Claro;Posta de Salud Rural Porvenir;
Region del Maule;Río Claro;Posta de Salud Rural Peñaflor;
Region del Maule;Curepto;Posta de Salud Rural Coipué (Curepto);
Region del Maule;Constitución;Posta de Salud Rural Carrizalillo (Constitución );
Region del Maule;Pencahue;Posta de Salud Rural Botalcura;
Region del Maule;Pencahue;Posta de Salud Rural Corinto;
Region del Maule;Pencahue;Posta de Salud Rural Tanhuao;
Region del Maule;Maule;Posta de Salud Rural Colín;
Region del Maule;Maule;Posta de Salud Rural Duao de Maule;
Region del Maule;Maule;Posta de Salud Rural Quiñipeumo;
Region del Maule;San Clemente;Posta de Salud Rural Peumo Negro;
Region del Maule;San Clemente;Posta de Salud Rural La Placeta;
Region del Maule;San Clemente;Posta de Salud Rural Punta de Diamante;
Region del Maule;San Clemente;Posta de Salud Rural Las Lomas (San Clemente );
Region del Maule;San Clemente;Posta de Salud Rural Mariposas;
Region del Maule;San Clemente;Posta de Salud Rural Vilches;
Region del Maule;San Clemente;Posta de Salud Rural Corralones;
Region del Maule;San Clemente;Posta de Salud Rural Los Montes;
Region del Maule;San Clemente;Posta de Salud Rural El Colorado;
Region del Maule;San Clemente;Posta de Salud Rural La Suiza;
Region del Maule;San Clemente;Posta de Salud Rural Maitenes;
Region del Maule;Curepto;Posta de Salud Rural Rapilermo;
Region del Maule;Curepto;Posta de Salud Rural Gualleco;
Region del Maule;Curepto;Posta de Salud Rural Calpún;
Region del Maule;Constitución;Posta de Salud Rural Putú;
Region del Maule;San Clemente;Posta de Salud Rural Buenos Aires;
Region del Maule;San Javier;Posta de Salud Rural Nirivilo;
Region del Maule;San Javier;Posta de Salud Rural Rastrojos;
Region del Maule;San Javier;Posta de Salud Rural Villavicencio;
Region del Maule;San Javier;Posta de Salud Rural Huerta;
Region del Maule;San Javier;Posta de Salud Rural Melozal;
Region del Maule;San Javier;Posta de Salud Rural Caliboro;
Region del Maule;San Javier;Posta de Salud Rural El Sauce de San Javier;
Region del Maule;Villa Alegre;Posta de Salud Rural Estación;
Region del Maule;Villa Alegre;Posta de Salud Rural Putagán;
Region del Maule;Villa Alegre;Posta de Salud Rural Lagunillas ( Villa Alegre );
Region del Maule;Villa Alegre;Posta de Salud Rural Peñuelas;
Region del Maule;Yerbas Buenas;Posta de Salud Rural Orilla de Maule;
Region del Maule;Yerbas Buenas;Posta de Salud Rural Maitencillo (Yerbas Buenas);
Region del Maule;Colbún;Posta de Salud Rural Maule Sur;
Region del Maule;Linares;Posta de Salud Rural Palmilla (Linares);
Region del Maule;Linares;Posta de Salud Rural Embalse Ancoa;
Region del Maule;San Javier;Posta de Salud Rural Peumal;
Region del Maule;Linares;Posta de Salud Rural Vega de Salas;
Region del Maule;Linares;Posta de Salud Rural Chupallar;
Region del Maule;Linares;Posta de Salud Rural Los Hualles;
Region del Maule;Constitución;Posta de Salud Rural Las Cañas;
Region del Maule;Longaví;Posta de Salud Rural Miraflores;
Region del Maule;Longaví;Posta de Salud Rural Huimeo;
Region del Maule;Longaví;Posta de Salud Rural Mesamávida (Los Ángeles);
Region del Maule;Longaví;Posta de Salud Rural La Quinta;
Region del Maule;Longaví;Posta de Salud Rural San José (Longaví);
Region del Maule;Longaví;Posta de Salud Rural Loma de Vásquez;
Region del Maule;Retiro;Posta de Salud Rural Piguchén (Retiro);
Region del Maule;Retiro;Posta de Salud Rural Villaseca;
Region del Maule;Retiro;Posta de Salud Rural Talhuenes;
Region del Maule;Retiro;Centro Comunitario de Salud Familiar Camelias;
Region del Maule;Retiro;Posta de Salud Rural San Marcos (Retiro);
Region del Maule;Retiro;Posta de Salud Rural Copihue;
Region del Maule;Parral;Posta de Salud Rural Los Canelos (Parral);
Region del Maule;Parral;Posta de Salud Rural Bullileo;
Region del Maule;Parral;Posta de Salud Rural Digua;
Region del Maule;Parral;Posta de Salud Rural Catillo;
Region del Maule;Parral;Posta de Salud Rural Perquilauquén;
Region del Maule;Cauquenes;Posta de Salud Rural Tapihue;
Region del Maule;Cauquenes;Posta de Salud Rural Cayurranquil;
Region del Maule;Cauquenes;Posta de Salud Rural Santo Toribio;
Region del Maule;Cauquenes;Posta de Salud Rural Quella;
Region del Maule;Cauquenes;Posta de Salud Rural Tres Esquinas (Cauquenes);
Region del Maule;Cauquenes;Posta de Salud Rural Cancha de Los Huevos;
Region del Maule;Cauquenes;Posta de Salud Rural Coronel;
Region del Maule;Colbún;Posta de Salud Rural Lomas de Putagán;
Region del Maule;Pelluhue;Centro Comunitario de Salud Familiar Pelluhue;
Region del Maule;Pelluhue;Posta de Salud Rural Chovellén;
Region del Maule;Chanco;Posta de Salud Rural Pahuil;
Region del Maule;Chanco;Posta de Salud Rural Loanco;
Region del Maule;Constitución;Posta de Salud Rural Santa Olga;
Region del Maule;Sagrada Familia;Posta de Salud Rural Los Quillayes (Sagrada Familia);
Region del Maule;Linares;Posta de Salud Rural Vara Gruesa;
Region del Maule;Longaví;Posta de Salud Rural El Carmen( Longaví);
Region del Maule;Río Claro;Posta de Salud Rural El Bolsico;
Region del Maule;San Javier;Posta de Salud Rural El Aromo;
Region del Maule;Villa Alegre;Posta de Salud Rural Esperanza;
Region del Maule;San Clemente;Posta de Salud Rural Santa Elena (San Clemente);
Region del Maule;Curepto;Posta de Salud Rural Las Lomas (Curepto);
Region del Maule;Parral;Posta de Salud Rural Los Carros;
Region del Maule;Parral;Posta de Salud Rural Monte Flor;
Region del Maule;Parral;Posta de Salud Rural Fuerte Viejo;
Region del Maule;Molina;Posta de Salud Rural Tres Esquinas (Molina);
Region del Maule;Retiro;Posta de Salud Rural Santa Delfina;
Region del Maule;Retiro;Posta de Salud Rural San Ramón (Retiro);
Region del Maule;Licantén;Posta de Salud Rural La Pesca;
Region del Maule;Hualañé;Posta de Salud Rural Barba Rubia;
Region del Maule;Hualañé;Posta de Salud Rural Espinalillo;
Region del Maule;Linares;Posta de Salud Rural San Víctor Álamos;
Region del Maule;Longaví;Posta de Salud Rural Lomas de la Tercera;
Region del Maule;Sagrada Familia;Posta de Salud Rural Santa Rosa (Sagrada Familia);
Region del Maule;Pelarco;Posta de Salud Rural Huencuecho;
Region del Maule;Linares;Posta de Salud Rural Llancanao;
Region del Maule;Curepto;Posta de Salud Rural Estancilla;
Region del Maule;Chanco;Posta de Salud Rural El Cardonal;
Region del Maule;Río Claro;Posta de Salud Rural Los Robles (Río Claro);
Region del Maule;Pelarco;Posta de Salud Rural El Manzano (Pelarco );
Region del Maule;Maule;Posta de Salud Rural Linares de Perales;
Region del Maule;Pencahue;Posta de Salud Rural Batuco;
Region del Maule;Curicó;Posta de Salud Rural El Porvenir;
Region del Maule;San Clemente;Posta de Salud Rural Chequén;
Region del Maule;Yerbas Buenas;Posta de Salud Rural Puipuyén;
Region del Maule;Chanco;Posta de Salud Rural La Vega (Chanco);
Region del Maule;Vichuquén;Posta de Salud Rural Boyeruca;
Region del Maule;Parral;Posta de Salud Rural Bajos de Huenutil;
Region del Maule;Parral;Posta de Salud Rural Talquita;
Region del Maule;Pencahue;Posta de Salud Rural Las Palmas de Toconey;
Region del Maule;Chanco;Posta de Salud Rural Quilhuine;
Region del Maule;Teno;Posta de Salud Rural Raúl Folleraux;
Region del Maule;Cauquenes;Posta de Salud Rural Santa Sofía;
Region del Maule;Cauquenes;Posta de Salud Rural Pocillas;
Region del Maule;Curicó;Posta de Salud Rural La Obra (Curicó);
Region del Maule;Chanco;Posta de Salud Rural Lagunillas (Chanco);
Region del Maule;Colbún;Posta de Salud Rural Floresta;
Region del Maule;Parral;Posta de Salud Rural La Orilla (Parral);
Region del Maule;Talca;Posta de Salud Rural Mercedes;
Region del Maule;Linares;Posta de Salud Rural Las Toscas;
Region del Maule;Cauquenes;Posta de Salud Rural Sauzal;
Region del Maule;Parral;Posta de Salud Rural Villa Baviera;
Region del Maule;Rauco;Posta de Salud Rural El Plumero;
Region del Maule;San Clemente;Posta de Salud Rural La Mina;
Region del Maule;Pelarco;Posta de Salud Rural Santa Rita;Calle Sector Santa Rita 62
Region del Maule;San Rafael;Posta de Salud Rural Pangue Arriba;
Region del Maule;Talca;PRAIS (S.S Del Maule);Calle 1 Oriente 936
Region del Maule;Linares;COSAM de Linares;Calle O'Higgins 892
Region del Maule;Talca;COSAM Del Maule;Calle 1 Norte 963
Region del Maule;Curicó;Centro Comunitario de Salud Familiar Prosperidad;Calle Monte Patria 455
Region del Maule;Talca;Centro Comunitario de Salud Familiar Brilla el Sol;Pasaje 12 ½ Sur 1250
Region del Maule;Linares;Centro de Salud Familiar Luis Navarrete Carvacho;
Region del Maule;Parral;Centro Comunitario de Salud Familiar Los Olivos;
Region del Maule;San Clemente;Centro Comunitario de Salud Familiar Chile Nuevo;
Region del Maule;Cauquenes;Centro Comunitario de Salud Familiar Población Fernández;
Region del Maule;Pencahue;Centro Comunitario de Salud Familiar Lo Figueroa;
Region del Maule;Cauquenes;Centro Comunitario de Salud Familiar Rosita O'Higgins;Calle Población Rosita O'Higgins 24
Region del Maule;Talca;Centro Comunitario de Salud Familiar Faustino González;Calle 14 Oriente 2096
Region del Maule;Curicó;Centro Comunitario de Salud Familiar Doña Carmen de Sarmiento;Calle Villa Doña Carmen Los Pensamientos 579
Region del Maule;Longaví;Centro Comunitario de Salud Familiar Los Cristales;
Region del Maule;San Javier;Centro Comunitario de Salud Familiar San Pablo;
Region del Maule;Villa Alegre;Centro Comunitario de Salud Familiar Loma de Las Tortillas;
Region del Maule;Retiro;Centro Comunitario de Salud Familiar Los Robles;
Region del Maule;Talca;Centro Comunitario de Salud Familiar Nuevo Horizonte;
Region del Maule;San Clemente;Centro Comunitario de Salud Familiar Aurora;
Region del Maule;Curicó;SAR Aguas Negras;
Region del Maule;Curicó;SAR Bombero Garrido;Calle Apóstol Andrés 2075
Region del Maule;Curicó;SAPU Curicó Centro;Calle Freire 189
Region del Maule;Talca;SAPU José Dionisio Astaburuaga;Calle 6 y 7 Oriente con 12 Norte 1375
Region del Maule;Talca;SAR La Florida;
Region del Maule;Talca;SAPU Julio Contardo Urzúa;Calle 15 Sur con 10 Oriente 1630
Region del Maule;Linares;SAR San Juan de Dios de Linares;
Region del Maule;Parral;SAR Parral;Calle Delicias 149
Region del Maule;San Clemente;SAR San Clemente;
Region del Maule;Longaví;SAPU Amanda Benavente;Calle 1 Norte 160
Region del Maule;Linares;SAPU Oscar Bonilla;
Region del Maule;Cauquenes;SAR Dr. Juan Saavedra Macaya;Calle Balmaceda 680
Region del Maule;Talca;SAPU Carlos Trupp;Calle 30 Oriente 8 Sur 2995
Region del Maule;Constitución;SAPU Cerro Alto;
Region del Maule;Talca;SAPU Las Américas;Calle 6 Oriente con 19 Norte 3040
Region del Maule;Curicó;Laboratorio Clínico Médicos Asociados de Curicó;Calle Peña 590
Region del Maule;Talca;Integramédica Talca;Calle 1 Norte 1546
Region del Maule;Talca;Laboratorio Clínico Alexander Fleming;Calle 2 Sur, Edificio Aranjuez 772
Region del Maule;Linares;Laboratorio Clínico Tecnoanálisis - Sala Externa de Toma de Muestras;Calle Independencia, Piso 2 571
Region del Maule;Cauquenes;Centro Médico y Laboratorio Clínico San Rafael;Calle Catedral 322
Region del Maule;San Javier;Posta de Salud Rural Alquihue;
Region del Maule;San Javier;Asociación Chilena de Seguridad AChS San Javier;Calle Chorrillos 1147
Region del Maule;Linares;Asociación Chilena de Seguridad AChS Linares;Calle Brasil 921
Region del Maule;Constitución;Asociación Chilena de Seguridad AChS Constitución;Calle Bulnes 615
Region del Maule;Constitución;Laboratorio Clínico Biovida E.I.R.L;
Region del Maule;Constitución;Laboratorio Clínico Biotec;Avenida Enrique Donn 716
Region del Maule;Parral;Laboratorio Clínico Tecnoanálisis;Calle Buin 411
Region del Maule;Curicó;Laboratorio Clínico y Hematológico María Cecilia Besomi;Calle Merced, Local 12 255
Region del Maule;Linares;Laboratorio Clínico Dr. Rodolfo Castro;Calle Kurt Moller 437
Region del Maule;Parral;Laboratorio Clínico y Centro Médico Dr. Araya;Calle Buin 330
